2021-10-10T00:24:50.041+09:00,Tenges,IdeState,Active,Editor,Editor,C:/Users/Tenges/Documents/2021 sem/Platform based programing/Editor/src/Shape.java,,0,22,Default task
2021-10-10T00:24:51.089+09:00,Tenges,IdeState,Active,Editor,Editor,C:/Users/Tenges/Documents/2021 sem/Platform based programing/Editor/src/Shape.java,,0,22,Default task
2021-10-10T00:24:52.101+09:00,Tenges,IdeState,Active,Editor,Popup,C:/Users/Tenges/Documents/2021 sem/Platform based programing/Editor/src/Shape.java,,0,22,Default task
2021-10-10T00:24:52.917+09:00,Tenges,Action,Start/Stop Activity Tracking,,,,,-1,-1,
